Nation,Player,player_positions,Final_Overall,pace,shooting,passing,dribbling,defending,physic,Attack_Score,Midfield_Score,Defense_Score,Technical_Score,Athletic_Score,Overall_Percentile,Elite_Player,World_Class,Position_Group,Is_GK,Is_DEF,Is_MID,Is_ATT,Star_Player,Key_Player,Squad_Rank,Defender_Rating,Midfielder_Rating,Attacker_Rating,Importance_Score
Belgium,Matías Fernández-Pardo,"LW,RW",74,80,66,70,74,38,64,72.6,69.4,48.400000000000006,72.0,72.0,0.5224358974358975,0,0,ATT,0,0,0,1,0,0,23.0,49.6,69.4,72.60000000000001,296.0
Belgium,Joaquin Seys,"RB, LB, RM",73,81,48,68,70,67,67,64.5,68.3,67.0,69.0,74.0,0.469150641025641,0,0,DEF,0,1,0,0,0,0,24.0,67.19999999999999,68.3,64.5,219.0
Belgium,Mike Penders,GK,73,50,11,42,44,11,70,32.6,51.0,34.6,43.0,60.0,0.469150641025641,0,0,GK,1,0,0,0,0,0,25.0,29.0,51.0,32.599999999999994,146.0
Belgium,Nathan Ngoy,"CB, RB",69,78,44,49,67,67,75,61.1,62.2,70.19999999999999,58.0,76.5,0.22956730769230768,0,0,DEF,0,1,0,0,0,0,26.0,65.0,62.2,61.099999999999994,69.0
Bosnia and Herzegovina,Edin Džeko,ST,81,55,82,74,77,40,72,72.4,74.3,52.8,75.5,63.5,0.8553685897435898,0,0,ATT,0,0,0,1,0,0,1.0,53.2,74.3,72.4,2106.0
Bosnia and Herzegovina,Ermedin Demirović,ST,80,72,81,73,78,42,78,77.39999999999999,76.0,56.400000000000006,75.5,75.0,0.8221153846153846,0,0,ATT,0,0,0,1,0,0,2.0,55.4,76.0,77.4,2000.0
Bosnia and Herzegovina,Sead Kolašinac,CB,79,61,63,68,69,79,82,64.2,72.5,80.2,68.5,71.5,0.7772435897435898,0,0,DEF,0,1,0,0,0,0,3.0,77.4,72.5,64.2,1896.0
Bosnia and Herzegovina,Nikola Vasilj,GK,77,50,11,44,46,11,72,33.2,53.0,35.4,45.0,61.0,0.6790865384615384,0,0,GK,1,0,0,0,0,0,4.0,29.8,53.0,33.199999999999996,1771.0
Bosnia and Herzegovina,Amar Dedić,"RB, LB, RM",74,83,60,70,76,66,76,71.69999999999999,73.6,70.0,73.0,79.5,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,5.0,68.80000000000001,73.6,71.7,1628.0
Bosnia and Herzegovina,Petar Stojanović,"RB,RM",73,78,52,66,68,70,72,64.6,68.39999999999999,70.8,67.0,75.0,0.469150641025641,0,0,DEF,0,1,0,0,0,0,6.0,69.6,68.39999999999999,64.6,1533.0
Bosnia and Herzegovina,Haris Tabakovic,ST,73,60,73,52,65,29,80,66.7,64.3,49.4,58.5,70.0,0.469150641025641,0,0,ATT,0,0,0,1,0,0,7.0,43.8,64.3,66.7,1460.0
Bosnia and Herzegovina,Amir Hadžiahmetović,"CDM, CM",73,65,60,73,72,70,73,65.1,72.69999999999999,71.2,72.5,69.0,0.469150641025641,0,0,MID,0,0,1,0,0,0,8.0,71.2,72.69999999999999,65.1,1387.0
Bosnia and Herzegovina,Benjamin Tahirović,"CM,CDM",73,72,54,70,66,66,72,63.0,69.39999999999999,68.4,68.0,72.0,0.469150641025641,0,0,MID,0,0,1,0,0,0,9.0,68.0,69.39999999999999,63.0,1314.0
Bosnia and Herzegovina,Ivan Šunjić,"CM,CDM",72,68,50,68,64,67,72,59.6,68.0,69.0,66.0,70.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,10.0,68.19999999999999,68.0,59.599999999999994,1224.0
Bosnia and Herzegovina,Amar Memić,"RM, LM, RW",72,81,69,68,73,48,61,73.8,67.4,53.2,70.5,71.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,11.0,54.6,67.4,73.80000000000001,1152.0
Bosnia and Herzegovina,Armin Gigović,"CM, CAM",72,65,61,70,74,60,74,66.1,72.4,65.6,72.0,69.5,0.40905448717948717,0,0,MID,0,0,1,0,0,0,12.0,64.8,72.4,66.10000000000001,1080.0
Bosnia and Herzegovina,Denis Hadžikadunić,CB,72,68,40,58,55,72,74,52.9,61.900000000000006,72.8,56.5,71.0,0.40905448717948717,0,0,DEF,0,1,0,0,0,0,13.0,69.6,61.900000000000006,52.9,1008.0
Bosnia and Herzegovina,Dženis Burnić,"LW,CAM",71,76,62,66,70,36,60,68.6,65.4,45.599999999999994,68.0,68.0,0.3449519230769231,0,0,MID,0,0,1,0,0,0,14.0,46.8,65.4,68.6,923.0
Bosnia and Herzegovina,Tarik Muharemović,CB,70,59,23,47,56,73,67,43.7,55.7,70.6,51.5,63.0,0.28205128205128205,0,0,DEF,0,1,0,0,0,0,15.0,66.6,55.7,43.7,840.0
Bosnia and Herzegovina,Amer Šiljak,GK,70,46,12,42,44,12,64,31.799999999999997,49.2,32.8,43.0,55.0,0.28205128205128205,0,0,GK,1,0,0,0,0,0,16.0,28.4,49.2,31.8,770.0
Bosnia and Herzegovina,Nikola Katić,CB,69,51,35,45,53,68,79,45.199999999999996,57.599999999999994,72.4,49.0,65.0,0.22956730769230768,0,0,DEF,0,1,0,0,0,0,17.0,65.6,57.599999999999994,45.199999999999996,690.0
Bosnia and Herzegovina,Samed Baždar,"ST, CAM, CM",69,70,66,70,74,40,63,69.6,69.1,49.2,72.0,66.5,0.22956730769230768,0,0,MID,0,0,1,0,0,0,18.0,50.6,69.1,69.60000000000001,621.0
Bosnia and Herzegovina,Kerim Alajbegović,"ST,LW",68,72,63,58,64,32,62,66.0,61.0,44.0,61.0,67.0,0.18028846153846154,0,0,ATT,0,0,0,1,0,0,19.0,43.2,61.0,66.0,544.0
Bosnia and Herzegovina,Adin Junuzović,LB,68,70,44,62,60,66,68,56.6,63.199999999999996,66.80000000000001,61.0,69.0,0.18028846153846154,0,0,DEF,0,1,0,0,0,0,20.0,65.60000000000001,63.199999999999996,56.6,476.0
Bosnia and Herzegovina,Martin Zlomislić,RB,68,74,46,62,60,66,68,58.60000000000001,63.199999999999996,66.80000000000001,61.0,71.0,0.18028846153846154,0,0,DEF,0,1,0,0,0,0,21.0,65.60000000000001,63.199999999999996,58.6,408.0
Bosnia and Herzegovina,Ermin Mahmić,CB,67,65,38,54,52,67,70,50.3,58.2,68.19999999999999,53.0,67.5,0.12740384615384615,0,0,DEF,0,1,0,0,0,0,22.0,65.0,58.2,50.300000000000004,335.0
Bosnia and Herzegovina,Esmir Bajraktarević,"RW, RM",67,77,54,65,76,40,59,67.5,66.5,47.6,70.5,68.0,0.12740384615384615,0,0,MID,0,0,1,0,0,0,23.0,48.8,66.5,67.5,268.0
Bosnia and Herzegovina,Nihad Mujakić,CB,67,70,28,42,47,66,77,46.3,54.0,70.4,44.5,73.5,0.12740384615384615,0,0,DEF,0,1,0,0,0,0,24.0,63.4,54.0,46.300000000000004,201.0
Bosnia and Herzegovina,Nidal Çelik,CB,64,60,35,49,50,62,71,47.0,55.900000000000006,65.6,49.5,65.5,0.03205128205128205,0,0,DEF,0,1,0,0,0,0,25.0,61.2,55.900000000000006,47.0,128.0
Bosnia and Herzegovina,Jovo Lukić,ST,64,61,64,47,59,27,69,61.599999999999994,57.2,43.8,53.0,65.0,0.03205128205128205,0,0,ATT,0,0,0,1,0,0,26.0,39.4,57.2,61.60000000000001,64.0
Brazil,Raphael Dias Belloli,"LM, LW",89,91,84,85,87,53,75,87.0,82.6,61.8,86.0,83.0,0.9895833333333334,1,0,MID,0,0,1,0,1,1,1.0,63.8,82.6,87.0,2314.0
Brazil,Vinicius José Paixão de Oliveira Júnior,"LW, ST, LM",89,95,84,81,91,29,69,89.4,80.4,45.0,86.0,82.0,0.9895833333333334,1,0,MID,0,0,1,0,1,1,2.0,47.4,80.4,89.4,2225.0
Brazil,Alisson Ramsés Becker,GK,89,58,14,52,54,14,76,39.2,59.8,38.800000000000004,53.0,67.0,0.9895833333333334,1,0,GK,1,0,0,0,1,1,3.0,34.0,59.8,39.2,2136.0
Brazil,Gabriel Fernando de Jesus Martinelli,"LW, ST",88,87,78,74,84,36,70,82.5,75.8,49.599999999999994,79.0,78.5,0.9819711538461539,1,0,ATT,0,0,0,1,1,1,4.0,50.39999999999999,75.8,82.5,2024.0
Brazil,Gabriel dos Santos Magalhães,CB,88,64,44,64,65,88,84,56.3,70.3,86.4,64.5,74.0,0.9819711538461539,1,0,DEF,0,1,0,0,1,1,5.0,82.39999999999999,70.3,56.3,1936.0
Brazil,Bruno Guimarães Rodriguez Moura,"CDM, CM",86,68,75,83,84,77,82,75.6,83.0,79.0,83.5,75.0,0.9639423076923077,1,0,MID,0,0,1,0,0,1,6.0,79.19999999999999,83.0,75.6,1806.0
Brazil,Ederson Santana de Moraes,GK,85,58,14,62,56,14,72,39.8,63.2,37.2,59.0,65.0,0.9507211538461539,1,0,GK,1,0,0,0,0,1,7.0,35.2,63.2,39.8,1700.0
Brazil,Gleison Bremer Silva Nascimento,CB,85,82,50,58,66,86,80,64.39999999999999,67.0,83.6,62.0,81.0,0.9507211538461539,1,0,DEF,0,1,0,0,0,1,8.0,79.19999999999999,67.0,64.39999999999999,1615.0
Brazil,Matheus Santos Carneiro da Cunha,"CAM, LW, ST",83,77,85,79,84,44,75,82.3,79.3,56.4,81.5,76.0,0.9118589743589743,0,0,MID,0,0,1,0,0,0,9.0,57.2,79.3,82.3,1494.0
Brazil,Neymar da Silva Santos Júnior,"LW,CAM",83,82,81,85,87,36,64,83.1,79.3,47.2,86.0,73.0,0.9118589743589743,0,0,MID,0,0,1,0,0,0,10.0,51.4,79.3,83.1,1411.0
Brazil,Neymar,"LW, CAM",83,84,84,84,94,30,62,87.0,80.39999999999999,42.8,89.0,73.0,0.9118589743589743,0,0,MID,0,0,1,0,0,0,11.0,47.2,80.39999999999999,87.0,1328.0
Brazil,Roger Ibañez da Silva,CB,82,87,32,47,61,83,85,57.2,62.6,83.8,54.0,86.0,0.8854166666666666,0,0,DEF,0,1,0,0,0,0,12.0,76.2,62.6,57.2,1230.0
Brazil,Fabinho,"CDM,CM",82,72,62,78,72,82,80,68.0,76.8,81.19999999999999,75.0,76.0,0.8854166666666666,0,0,MID,0,0,1,0,0,0,13.0,80.79999999999998,76.8,68.0,1148.0
Brazil,Danilo Luiz da Silva,"RB, CB",81,74,56,76,75,82,80,67.10000000000001,76.9,81.19999999999999,75.5,77.0,0.8553685897435898,0,0,DEF,0,1,0,0,0,0,14.0,80.39999999999999,76.9,67.1,1053.0
Brazil,Danilo,"CB, CDM",81,74,56,76,75,82,80,67.10000000000001,76.9,81.19999999999999,75.5,77.0,0.8553685897435898,0,0,DEF,0,1,0,0,0,0,15.0,80.39999999999999,76.9,67.1,972.0
Brazil,Weverton Pereira da Silva,GK,80,52,12,48,50,12,72,35.4,55.8,36.0,49.0,62.0,0.8221153846153846,0,0,GK,1,0,0,0,0,0,16.0,31.200000000000003,55.8,35.4,880.0
Brazil,Carlos Henrique Casimiro,"CDM, CM",80,36,74,76,69,80,76,61.099999999999994,73.9,78.4,72.5,56.0,0.8221153846153846,0,0,MID,0,0,1,0,0,0,17.0,78.4,73.9,61.099999999999994,800.0
Brazil,Lucas Tolentino Coelho de Lima,"CM, LM, CAM",80,68,78,78,84,69,75,76.80000000000001,78.9,71.4,81.0,71.5,0.8221153846153846,0,0,MID,0,0,1,0,0,0,18.0,72.0,78.9,76.8,720.0
Brazil,Rayan,"LW, ST",78,84,76,68,80,30,68,79.60000000000001,71.6,45.2,74.0,76.0,0.7323717948717948,0,0,ATT,0,0,0,1,0,0,19.0,45.2,71.6,79.6,624.0
Brazil,Wesley Andrade de Oliveira,"RW,RM",78,87,72,70,78,40,72,78.3,73.0,52.8,74.0,79.5,0.7323717948717948,0,0,MID,0,0,1,0,0,0,20.0,52.4,73.0,78.3,546.0
Brazil,Luiz Henrique Tomaz de Lima,"LW, RW",78,85,75,74,79,42,68,79.2,73.69999999999999,52.400000000000006,76.5,76.5,0.7323717948717948,0,0,ATT,0,0,0,1,0,0,21.0,53.599999999999994,73.69999999999999,79.2,468.0
Brazil,Alex Sandro,LB,77,74,58,70,74,68,72,67.60000000000001,71.8,69.6,72.0,73.0,0.6790865384615384,0,0,DEF,0,1,0,0,0,0,22.0,69.19999999999999,71.8,67.60000000000001,385.0
Brazil,Douglas Santos,LB,77,78,50,62,66,70,68,63.199999999999996,65.0,69.2,64.0,73.0,0.6790865384615384,0,0,DEF,0,1,0,0,0,0,23.0,68.0,65.0,63.2,308.0
Brazil,Leonardo Pereira da Silva,"CDM, CM",77,67,72,57,63,69,78,67.8,65.1,72.6,60.0,72.5,0.6790865384615384,0,0,MID,0,0,1,0,0,0,24.0,68.4,65.1,67.8,231.0
Brazil,Endrick Felipe Moreira de Sousa,"ST, RW",77,87,77,62,78,30,68,80.3,68.6,45.2,70.0,77.5,0.6790865384615384,0,0,ATT,0,0,0,1,0,0,25.0,44.0,68.6,80.3,154.0
Brazil,Igor Thiago,ST,75,76,74,58,72,28,76,74.0,67.6,47.2,65.0,76.0,0.5765224358974359,0,0,ATT,0,0,0,1,0,0,26.0,43.6,67.6,74.0,75.0
Canada,Alphonso Davies,"LB, LW",84,97,70,76,86,64,72,82.89999999999999,77.8,67.2,81.0,84.5,0.9314903846153846,0,0,DEF,0,1,0,0,0,0,1.0,68.0,77.8,82.89999999999999,2184.0
Canada,Jonathan David,ST,82,84,82,72,80,35,74,82.0,75.0,50.6,76.0,79.0,0.8854166666666666,0,0,ATT,0,0,0,1,0,0,2.0,50.199999999999996,75.0,82.0,2050.0
Canada,Alistair Johnston,RB,78,76,52,62,66,72,74,63.400000000000006,66.8,72.8,64.0,75.0,0.7323717948717948,0,0,DEF,0,1,0,0,0,0,3.0,70.4,66.8,63.400000000000006,1872.0
Canada,Stephen Eustáquio,"CM, CDM",77,76,62,76,76,72,74,70.4,75.4,72.8,76.0,75.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,4.0,73.2,75.4,70.4,1771.0
Canada,Cyle Larin,ST,77,76,78,62,70,28,76,75.0,68.6,47.2,66.0,76.0,0.6790865384615384,0,0,ATT,0,0,0,1,0,0,5.0,44.4,68.6,75.0,1694.0
Canada,Moise Bombito,CB,76,72,44,60,58,76,78,56.599999999999994,64.8,76.80000000000001,59.0,75.0,0.624198717948718,0,0,DEF,0,1,0,0,0,0,6.0,73.2,64.8,56.6,1596.0
Canada,Promise David,"ST, LW",75,80,70,60,74,28,70,74.2,67.2,44.8,67.0,75.0,0.5765224358974359,0,0,ATT,0,0,0,1,0,0,7.0,42.8,67.2,74.2,1500.0
Canada,Tajon Buchanan,"RW, LW",74,86,68,64,80,28,66,77.0,69.4,43.2,72.0,76.0,0.5224358974358975,0,0,ATT,0,0,0,1,0,0,8.0,42.8,69.4,77.0,1406.0
Canada,Richie Laryea,"RB,RM",74,82,55,68,72,68,70,68.19999999999999,69.8,68.8,70.0,76.0,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,9.0,68.4,69.8,68.19999999999999,1332.0
Canada,Derek Cornelius,CB,74,66,38,52,54,76,76,51.2,59.8,76.0,53.0,71.0,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,10.0,71.2,59.8,51.2,1258.0
Canada,Dayne St. Clair,GK,73,52,11,44,46,11,74,33.8,53.599999999999994,36.2,45.0,63.0,0.469150641025641,0,0,GK,1,0,0,0,0,0,11.0,30.2,53.599999999999994,33.8,1168.0
Canada,Ismaël Koné,"CM, CDM",72,76,62,72,74,70,74,69.8,73.2,71.6,73.0,75.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,12.0,71.2,73.2,69.8,1080.0
Canada,Liam Millar,"LW, RW",72,82,66,62,76,30,64,73.8,66.8,43.6,69.0,73.0,0.40905448717948717,0,0,ATT,0,0,0,1,0,0,13.0,43.2,66.8,73.8,1008.0
Canada,Marcelo Flores,"CAM,LW",72,74,62,68,66,36,60,66.8,65.0,45.599999999999994,67.0,67.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,14.0,47.199999999999996,65.0,66.8,936.0
Canada,Jonathan Osorio,"CM, CAM, CDM",71,50,67,70,72,61,65,63.4,69.1,62.6,71.0,57.5,0.3449519230769231,0,0,MID,0,0,1,0,0,0,15.0,63.6,69.1,63.39999999999999,852.0
Canada,Niko Sigur,"CB, LB",70,68,38,52,54,74,72,51.8,58.599999999999994,73.2,53.0,70.0,0.28205128205128205,0,0,DEF,0,1,0,0,0,0,16.0,69.2,58.599999999999994,51.8,770.0
Canada,Liam Fraser,"CM,CDM",70,66,50,66,62,64,68,58.39999999999999,65.4,65.6,64.0,67.0,0.28205128205128205,0,0,MID,0,0,1,0,0,0,17.0,65.2,65.4,58.39999999999999,700.0
Canada,Tani Oluwaseyi,"ST,LW",70,82,66,60,70,30,66,72.0,64.8,44.400000000000006,65.0,74.0,0.28205128205128205,0,0,ATT,0,0,0,1,0,0,18.0,43.2,64.8,72.0,630.0
Canada,Maxime Crépeau,GK,69,52,11,44,46,11,72,33.8,53.0,35.4,45.0,62.0,0.22956730769230768,0,0,GK,1,0,0,0,0,0,19.0,29.8,53.0,33.8,552.0
Canada,Joel Waterman,CB,68,66,38,50,52,74,76,50.6,58.400000000000006,74.8,51.0,71.0,0.18028846153846154,0,0,DEF,0,1,0,0,0,0,20.0,69.6,58.400000000000006,50.6,476.0
Canada,Ali Ahmed,"CM, RM, LM, CAM",68,78,58,65,72,61,65,68.19999999999999,67.1,62.6,68.5,71.5,0.18028846153846154,0,0,MID,0,0,1,0,0,0,21.0,62.6,67.1,68.2,408.0
Canada,Mathieu Choinière,"CM, LM, LW",67,60,58,66,66,62,59,61.0,63.900000000000006,60.8,66.0,59.5,0.12740384615384615,0,0,MID,0,0,1,0,0,0,22.0,62.2,63.900000000000006,61.0,335.0
Canada,Owen Goodman,GK,67,44,11,40,42,12,62,30.2,47.2,32.0,41.0,53.0,0.12740384615384615,0,0,GK,1,0,0,0,0,0,23.0,27.6,47.2,30.200000000000003,268.0
Canada,Jacob Shaffelburg,LW,67,82,64,60,74,28,64,72.39999999999999,65.4,42.400000000000006,67.0,73.0,0.12740384615384615,0,0,ATT,0,0,0,1,0,0,24.0,41.6,65.4,72.4,201.0
Canada,Nathan Saliba,GK,65,42,10,38,40,11,60,28.6,45.2,30.6,39.0,51.0,0.05448717948717949,0,0,GK,1,0,0,0,0,0,25.0,26.200000000000003,45.2,28.6,130.0
Canada,Luc de Fougerolles,LB,60,70,42,54,58,66,68,55.2,59.4,66.80000000000001,56.0,69.0,0.008413461538461538,0,0,DEF,0,1,0,0,0,0,26.0,64.0,59.4,55.199999999999996,60.0
Cape Verde,Logan Costa,CB,77,72,38,54,56,76,76,53.599999999999994,61.2,76.0,55.0,74.0,0.6790865384615384,0,0,DEF,0,1,0,0,0,0,1.0,71.60000000000001,61.2,53.599999999999994,2002.0
Cape Verde,Nuno da Costa,"ST, LW",74,72,68,58,66,28,70,68.6,64.0,44.8,62.0,71.0,0.5224358974358975,0,0,ATT,0,0,0,1,0,0,2.0,42.400000000000006,64.0,68.6,1850.0
Cape Verde,Steven Moreira,"CB, RB",72,73,33,67,71,72,74,56.4,70.3,72.8,69.0,73.5,0.40905448717948717,0,0,DEF,0,1,0,0,0,0,3.0,71.4,70.3,56.400000000000006,1728.0
Cape Verde,Wagner Pina,"CM, CDM",72,68,52,62,64,64,68,60.4,64.4,65.6,63.0,68.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,4.0,64.4,64.4,60.400000000000006,1656.0
Cape Verde,Ryan Mendes,"LW, RW",71,80,66,62,74,28,64,72.6,66.2,42.400000000000006,68.0,72.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,5.0,42.0,66.2,72.60000000000001,1562.0
Cape Verde,Garry Rodrigues,"LW, RW",71,80,66,62,74,28,64,72.6,66.2,42.400000000000006,68.0,72.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,6.0,42.0,66.2,72.60000000000001,1491.0
Cape Verde,Telmo Arcanjo,"ST, LW",71,78,70,58,72,28,68,73.0,65.19999999999999,44.0,65.0,73.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,7.0,42.0,65.19999999999999,73.0,1420.0
Cape Verde,Jovane Cabral,"LW, RW",70,82,70,66,76,30,66,75.39999999999999,69.0,44.400000000000006,71.0,74.0,0.28205128205128205,0,0,ATT,0,0,0,1,0,0,8.0,44.400000000000006,69.0,75.39999999999999,1330.0
Cape Verde,Dailon Livramento,"LW, ST",70,80,66,60,74,28,66,72.6,66.0,43.2,67.0,73.0,0.28205128205128205,0,0,ATT,0,0,0,1,0,0,9.0,42.0,66.0,72.60000000000001,1260.0
Cape Verde,Kevin Pina,"CAM, CM",70,74,64,68,72,40,64,69.4,68.0,49.6,70.0,69.0,0.28205128205128205,0,0,MID,0,0,1,0,0,0,10.0,50.4,68.0,69.39999999999999,1190.0
Cape Verde,Kenny Rocha Santos,"CM, CDM",70,68,52,62,64,64,68,60.4,64.4,65.6,63.0,68.0,0.28205128205128205,0,0,MID,0,0,1,0,0,0,11.0,64.4,64.4,60.400000000000006,1120.0
Cape Verde,Deroy Duarte,"LW, RW",69,78,62,60,72,28,64,69.8,64.8,42.400000000000006,66.0,71.0,0.22956730769230768,0,0,ATT,0,0,0,1,0,0,12.0,41.6,64.8,69.8,1035.0
Cape Verde,Jamiro Monteiro,"CM, CAM",69,72,62,68,72,48,66,68.0,68.6,55.2,70.0,69.0,0.22956730769230768,0,0,MID,0,0,1,0,0,0,13.0,55.6,68.6,68.0,966.0
Cape Verde,Vozinha,GK,68,48,10,40,42,10,68,31.0,49.0,33.2,41.0,58.0,0.18028846153846154,0,0,GK,1,0,0,0,0,0,14.0,27.6,49.0,31.0,884.0
Cape Verde,Roberto Pico Lopes,GK,68,54,42,51,57,68,75,50.099999999999994,60.0,70.8,54.0,64.5,0.18028846153846154,0,0,GK,1,0,0,0,0,0,15.0,66.0,60.0,50.099999999999994,816.0
Cape Verde,Gilson Benchimol,"CM,CDM",68,66,50,64,60,64,68,57.8,64.0,65.6,62.0,67.0,0.18028846153846154,0,0,MID,0,0,1,0,0,0,16.0,64.8,64.0,57.8,748.0
Cape Verde,Márcio Rosa,"CM,CDM",68,66,48,62,58,62,66,56.400000000000006,62.0,63.599999999999994,60.0,66.0,0.18028846153846154,0,0,MID,0,0,1,0,0,0,17.0,62.8,62.0,56.4,680.0
Cape Verde,Laros Duarte,"CM,CAM",67,70,56,64,60,48,62,61.400000000000006,62.2,53.599999999999994,62.0,66.0,0.12740384615384615,0,0,MID,0,0,1,0,0,0,18.0,54.0,62.2,61.400000000000006,603.0
Cape Verde,Kelvin Pires,"ST,LW",67,74,62,56,62,30,62,65.6,59.599999999999994,42.8,59.0,68.0,0.12740384615384615,0,0,ATT,0,0,0,1,0,0,19.0,41.6,59.599999999999994,65.6,536.0
Cape Verde,Stopira,"CB, LB",67,64,36,52,54,72,72,49.8,58.599999999999994,72.0,53.0,68.0,0.12740384615384615,0,0,DEF,0,1,0,0,0,0,20.0,68.0,58.599999999999994,49.8,469.0
Cape Verde,Diney Borges,"CB,LB",67,66,38,55,52,68,70,50.6,58.6,68.8,53.5,68.0,0.12740384615384615,0,0,DEF,0,1,0,0,0,0,21.0,65.8,58.6,50.6,402.0
Cape Verde,Willy Semedo,"LB,CB",66,70,42,56,58,65,67,55.2,59.89999999999999,65.8,57.0,68.5,0.08854166666666667,0,0,DEF,0,1,0,0,0,0,22.0,63.6,59.89999999999999,55.199999999999996,330.0
Cape Verde,Yannick Semedo,"RB,CB",66,70,44,58,60,65,67,56.6,61.3,65.8,59.0,68.5,0.08854166666666667,0,0,DEF,0,1,0,0,0,0,23.0,64.0,61.3,56.6,264.0
Cape Verde,João Paulo Fernandes,CB,66,68,60,68,65,65,64,63.9,65.9,64.6,66.5,66.0,0.08854166666666667,0,0,DEF,0,1,0,0,0,0,24.0,65.4,65.9,63.9,198.0
Cape Verde,Hélio Varela,"CDM,CM",66,64,46,62,58,64,68,55.0,62.6,65.6,60.0,66.0,0.08854166666666667,0,0,MID,0,0,1,0,0,0,25.0,64.4,62.6,55.0,132.0
Cape Verde,Sidny Cabral,"LW, RW",66,78,64,60,72,28,64,70.6,64.8,42.400000000000006,66.0,71.0,0.08854166666666667,0,0,ATT,0,0,0,1,0,0,26.0,41.6,64.8,70.6,66.0
Colombia,Luis Díaz,"LW, RW",85,88,81,76,87,45,75,84.9,79.0,57.0,81.5,81.5,0.9507211538461539,1,0,ATT,0,0,0,1,0,1,1.0,57.2,79.0,84.89999999999999,2210.0
Colombia,Davinson Sánchez,CB,82,72,40,56,58,82,80,55.0,63.8,81.19999999999999,57.0,76.0,0.8854166666666666,0,0,DEF,0,1,0,0,0,0,2.0,76.39999999999999,63.8,54.99999999999999,2050.0
Colombia,James Rodríguez,"CAM,CM",82,70,78,84,80,42,64,76.2,76.8,50.8,82.0,67.0,0.8854166666666666,0,0,MID,0,0,1,0,0,0,3.0,54.8,76.8,76.2,1968.0
Colombia,Daniel Muñoz,RB,81,75,69,72,76,79,81,72.9,75.9,79.8,74.0,78.0,0.8553685897435898,0,0,DEF,0,1,0,0,0,0,4.0,78.0,75.9,72.9,1863.0
Colombia,Richard Ríos,"CM, CDM",79,76,60,70,72,68,72,68.39999999999999,71.19999999999999,69.6,71.0,74.0,0.7772435897435898,0,0,MID,0,0,1,0,0,0,5.0,69.19999999999999,71.19999999999999,68.39999999999999,1738.0
Colombia,Juan Camilo Hernández,"ST, CAM",78,78,78,70,78,32,68,78.0,71.8,46.400000000000006,74.0,73.0,0.7323717948717948,0,0,MID,0,0,1,0,0,0,6.0,46.8,71.8,78.0,1638.0
Colombia,Johan Mojica,LB,78,78,48,62,66,68,68,62.4,65.0,68.0,64.0,73.0,0.7323717948717948,0,0,DEF,0,1,0,0,0,0,7.0,66.8,65.0,62.400000000000006,1560.0
Colombia,Jhon Arias,"RW, LW",78,85,75,74,79,42,68,79.2,73.69999999999999,52.400000000000006,76.5,76.5,0.7323717948717948,0,0,ATT,0,0,0,1,0,0,8.0,53.599999999999994,73.69999999999999,79.2,1482.0
Colombia,Luis Suárez,"ST, LW",77,83,77,66,74,35,77,77.9,71.7,51.8,70.0,80.0,0.6790865384615384,0,0,ATT,0,0,0,1,0,0,9.0,49.6,71.7,77.9,1386.0
Colombia,Jefferson Lerma,"CDM, CM",77,72,58,68,66,74,78,64.6,70.4,75.6,67.0,75.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,10.0,73.6,70.4,64.6,1309.0
Colombia,Yerry Mina,CB,77,66,42,54,56,80,82,53.400000000000006,63.0,80.80000000000001,55.0,74.0,0.6790865384615384,0,0,DEF,0,1,0,0,0,0,11.0,75.2,63.0,53.400000000000006,1232.0
Colombia,Jorge Carrascal,"CM,CAM",77,76,68,74,76,48,66,72.8,72.2,55.2,75.0,71.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,12.0,56.8,72.2,72.8,1155.0
Colombia,Kevin Castaño,"CDM, CM",77,70,54,64,64,70,72,61.8,66.39999999999999,70.8,64.0,71.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,13.0,69.2,66.39999999999999,61.8,1078.0
Colombia,Juan Fernando Quintero,"CAM, LW",77,70,70,74,78,36,60,72.4,71.0,45.599999999999994,76.0,65.0,0.6790865384615384,0,0,MID,0,0,1,0,0,0,14.0,48.39999999999999,71.0,72.4,1001.0
Colombia,Jhon Lucumí,CB,76,74,40,56,58,80,78,55.599999999999994,63.199999999999996,79.2,57.0,76.0,0.624198717948718,0,0,DEF,0,1,0,0,0,0,15.0,74.8,63.199999999999996,55.6,912.0
